,x,y,z
7473,-26,46,11
7474,-23,55,8
7475,-24,60,7
7476,-23,70,3
7477,-21,76,0
7478,-21,84,-4
7479,-22,85,-7
7480,-24,82,-6
7481,-28,76,-2
7482,-27,64,-2
7483,-23,59,-1
7484,-21,48,3
7485,-19,50,2
7486,-12,54,-2
7487,-10,59,-3
7488,-13,67,-2
7489,-21,55,3
7490,-22,51,6
7491,26,102,97
7492,44,68,51
7493,1,39,8
7494,0,48,7
7495,-22,68,8
7496,-8,61,0
7497,-9,40,-5
7498,-11,39,1
7499,-19,42,15
7500,-25,45,25
7501,-20,71,8
7502,-32,97,9
7503,-65,101,-4
7504,-55,70,9
7505,-9,64,3
7506,-23,58,15
7507,-22,65,11
7508,-20,78,-1
7509,-16,77,-3
7510,-12,71,-2
7511,-10,64,-2
7512,-10,55,4
7513,-9,52,5
7514,-8,49,1
7515,-9,49,0
7516,-12,51,2
7517,-11,53,2
7518,-12,56,2
7519,-13,58,2
7520,-14,61,2
7521,-15,63,2
7522,-15,68,3
7523,-15,73,2
7524,-13,77,3
7525,-16,88,5
7526,-19,99,4
7527,-27,87,11
7528,-26,71,16
7529,-23,48,17
7530,-23,41,18
7531,-17,43,18
7532,-20,46,17
7533,-15,68,15
7534,-12,76,12
7535,-12,65,13
7536,-11,62,14
7537,-8,60,13
7538,-7,56,15
7539,-7,54,14
7540,-6,51,17
7541,-7,49,19
7542,-8,47,18
7543,-8,46,18
7544,-6,44,16
7545,-11,48,15
7546,-24,56,14
7547,-28,61,13
7548,-28,83,7
7549,-31,97,6
7550,-30,81,13
7551,-28,70,12
7552,-23,51,15
7553,-28,53,15
7554,-24,63,8
7555,-19,65,4
7556,-14,77,-2
7557,-14,75,-1
7558,-15,61,2
7559,-16,59,4
7560,-14,52,6
7561,-10,49,4
7562,-11,48,3
7563,-13,51,4
7564,-14,56,5
7565,-14,63,3
7566,-14,65,2
7567,-15,66,3
7568,-13,66,4
7569,-12,67,3
7570,-12,70,4
7571,-15,83,3
7572,-15,88,2
7573,-16,69,10
7574,-15,61,14
7575,-16,56,19
7576,-18,53,18
7577,-20,57,16
7578,-10,67,10
7579,-6,70,9
7580,-11,64,8
7581,-13,60,9
7582,-15,55,8
7583,-14,54,8
7584,-12,53,8
7585,-12,53,9
7586,-13,51,12
7587,-14,48,12
7588,-15,48,12
7589,-18,57,11
7590,-23,70,11
7591,-23,75,12
7592,-17,80,3
7593,-16,71,1
7594,-13,69,-1
7595,-10,65,-1
7596,-4,58,-1
7597,-2,52,-1
7598,-5,40,2
7599,-6,37,3
7600,2,35,-3
7601,16,19,-14
7602,12,19,-13
7603,-4,56,-1
7604,0,92,16
7605,2,128,41
7606,37,128,52
7607,26,128,67
7608,-13,128,62
7609,-43,128,3
7610,-22,128,-50
7611,-37,17,-80
7612,-57,-46,-91
7613,6,-65,-128
7614,24,-61,-117
7615,0,-34,-59
7616,4,0,-29
7617,0,8,-21
7618,-3,30,-3
7619,-12,43,5
7620,-20,45,26
7621,-24,37,38
7622,-71,102,23
7623,-79,128,39
7624,-85,128,24
7625,-70,120,20
7626,-52,128,-4
7627,-57,103,-16
7628,-54,38,2
7629,-47,29,7
7630,-35,33,-3
7631,-31,29,-8
7632,-23,27,-15
7633,-23,34,-15
7634,-29,63,-18
7635,-28,104,-40
7636,-31,93,-47
7637,-30,44,-25
7638,-31,37,-12
7639,-36,30,-7
7640,-32,31,-7
7641,-25,42,-5
7642,-23,46,-15
7643,-43,79,8
7644,-62,95,25
7645,-63,103,127
7646,-16,106,1
7647,36,50,-8
7648,38,97,12
7649,9,31,19
7650,11,22,6
7651,-23,65,-5
7652,-33,72,-3
7653,-28,76,-6
7654,-19,71,-9
7655,-16,73,-10
7656,-10,60,11
7657,-12,54,20
7658,-34,65,31
7659,-22,69,33
7660,14,70,17
7661,22,66,19
7662,27,49,21
7663,17,48,25
7664,6,59,24
7665,0,62,19
7666,-4,66,25
7667,-4,68,25
7668,3,71,24
7669,2,67,22
7670,-5,71,22
7671,-7,65,13
7672,-11,61,8
7673,-22,63,5
7674,-29,69,6
7675,-45,79,13
7676,-49,76,11
7677,-45,57,7
7678,-29,51,11
7679,-27,56,11
7680,-30,58,12
7681,-27,56,3
7682,-27,60,1
7683,-29,77,-2
7684,-29,86,-8
7685,-22,95,-13
7686,-21,93,-12
7687,-25,84,-9
7688,-27,83,-8
7689,-27,80,-8
7690,-24,77,-4
7691,-21,76,1
7692,-17,68,6
7693,-12,59,6
7694,4,47,10
7695,7,46,14
7696,4,59,15
7697,3,67,15
7698,0,78,22
7699,0,74,26
7700,2,69,26
7701,1,67,23
7702,-4,66,14
7703,-9,71,10
7704,-20,84,5
7705,-23,88,4
7706,-25,78,3
7707,-25,75,-1
7708,-24,79,-3
7709,-24,62,0
7710,-25,53,1
7711,-23,47,3
7712,-23,46,3
7713,-24,40,7
7714,-24,37,9
7715,-30,47,16
7716,-29,61,19
7717,-29,67,23
7718,-30,62,28
7719,-28,72,21
7720,-30,80,15
7721,-30,95,8
7722,-29,75,11
7723,-33,50,15
7724,-32,54,5
7725,-31,60,0
7726,-27,78,-16
7727,-23,81,-19
7728,-27,89,-17
7729,-24,91,-17
7730,-20,75,-14
7731,-19,80,-13
7732,-15,78,-13
7733,-15,71,-12
7734,-15,64,-10
7735,-16,64,-9
7736,-18,61,-8
7737,-18,59,-7
7738,-16,60,-9
7739,-16,67,-10
7740,-18,77,-7
7741,-18,77,-2
7742,-26,77,26
7743,-29,67,39
7744,0,62,33
7745,72,55,14
7746,78,57,20
7747,34,72,37
7748,20,72,32
7749,6,68,18
7750,-2,71,14
7751,-14,68,7
7752,-17,68,4
7753,-19,64,0
7754,-21,62,2
7755,-23,60,13
7756,-22,57,17
7757,-20,52,23
7758,-18,52,25
7759,-14,63,27
7760,-12,68,29
7761,-13,71,30
7762,-23,80,26
7763,-25,81,22
7764,-29,70,18
7765,-31,59,19
7766,-34,48,15
7767,-34,50,11
7768,-32,62,-1
7769,-34,69,-6
7770,-29,90,-13
7771,-26,90,-13
7772,-24,83,-12
7773,-22,86,-11
7774,-21,81,-9
7775,-22,78,-7
7776,-24,77,-5
7777,-23,76,-3
7778,-20,69,5
7779,-15,73,10
7780,-9,72,10
7781,6,61,12
7782,7,63,12
7783,-10,72,21
7784,-19,75,25
7785,-21,61,29
7786,-15,48,34
7787,-7,36,35
7788,-5,38,31
7789,0,46,26
7790,1,52,24
7791,-2,67,17
7792,-6,74,13
7793,-14,88,7
7794,-17,90,2
7795,-23,87,1
7796,-23,77,3
7797,-23,72,6
7798,-22,70,13
7799,-22,67,16
7800,-24,61,22
7801,-25,58,22
7802,-31,61,24
7803,-34,64,24
7804,-39,70,18
7805,-40,71,15
7806,-36,51,15
7807,-35,48,13
7808,-30,55,5
7809,-30,60,1
7810,-31,82,-9
7811,-30,94,-11
7812,-28,96,-8
7813,-26,90,-7
7814,-21,91,-8
7815,-15,85,-8
7816,-15,80,-6
7817,-18,72,-3
7818,-17,68,-1
7819,-14,62,4
7820,-11,58,6
7821,-5,50,9
7822,-4,50,14
7823,0,62,18
7824,5,66,17
7825,11,75,17
7826,12,81,19
7827,11,81,17
7828,6,72,13
7829,-4,58,11
7830,-10,59,10
7831,-20,67,5
7832,-24,72,4
7833,-27,82,3
7834,-27,81,3
7835,-27,79,3
7836,-24,72,2
7837,-21,67,1
7838,-21,59,4
7839,-25,56,8
7840,-32,52,16
7841,-32,49,18
7842,-29,48,18
7843,-29,53,18
7844,-29,58,18
7845,-29,58,18
7846,-24,63,11
7847,-25,69,8
7848,-28,85,3
7849,-27,77,3
7850,-29,65,2
7851,-29,68,1
7852,-21,76,-5
7853,-19,89,-7
7854,-21,93,-6
7855,-18,88,-9
7856,-21,81,-5
7857,-20,69,0
7858,-15,66,-1
7859,-8,58,-6
7860,-7,52,-5
7861,-8,46,1
7862,-9,44,4
7863,-9,43,4
7864,-9,48,5
7865,-9,62,10
7866,-10,70,14
7867,-8,74,13
7868,-4,78,11
7869,1,88,14
7870,1,86,17
7871,-1,86,14
7872,-8,64,13
7873,-11,57,11
7874,-19,64,10
7875,-22,68,10
7876,-22,68,7
7877,-20,64,7
7878,-19,56,6
7879,-19,55,7
7880,-19,54,9
7881,-18,54,10
7882,-19,50,14
7883,-22,48,17
7884,-21,50,19
7885,-21,56,18
7886,-24,62,19
7887,-27,54,21
7888,-25,59,16
7889,-27,80,9
7890,-26,95,5
7891,-23,75,7
7892,-24,65,8
7893,-25,57,5
7894,-21,63,1
7895,-11,72,-6
7896,-8,74,-4
7897,-10,74,-4
7898,-11,69,-2
7899,-11,64,-2
7900,-12,63,-1
7901,-14,60,-1
7902,-14,57,-1
7903,-13,53,-2
7904,-12,52,-3
7905,-12,55,-2
7906,-13,59,-2
7907,-13,66,1
7908,-11,73,7
7909,-10,75,10
7910,-5,83,16
7911,1,83,21
7912,5,65,28
7913,8,63,24
7914,0,69,17
7915,-5,69,15
7916,-13,70,10
7917,-14,69,8
7918,-16,62,6
7919,-15,60,4
7920,-13,59,2
7921,-12,56,2
7922,-12,52,1
7923,-13,49,3
7924,-15,47,10
7925,-16,47,13
7926,-15,50,16
7927,-15,59,20
7928,-15,60,22
7929,-13,71,21
7930,-15,79,20
7931,-22,91,19
7932,-30,92,21
7933,-33,65,22
7934,-36,59,20
7935,-29,56,13
7936,-28,59,7
7937,-25,73,0
7938,-23,78,-3
7939,-23,79,-4
7940,-23,80,-6
7941,-21,78,-6
7942,-18,78,-7
7943,-14,72,-8
7944,-12,62,-6
7945,-12,58,-4
7946,-12,59,-1
7947,-13,58,0
7948,-12,49,8
7949,-11,48,11
7950,-7,59,12
7951,-3,62,15
7952,4,71,21
7953,8,77,20
7954,12,82,25
7955,10,71,30
7956,7,66,28
7957,4,71,21
7958,-7,73,14
7959,-14,72,14
7960,-20,71,11
7961,-18,65,8
7962,-18,63,6
7963,-16,61,3
7964,-16,59,3
7965,-16,56,1
7966,-17,55,3
7967,-20,54,8
7968,-21,54,11
7969,-25,58,14
7970,-30,62,20
7971,-45,69,35
7972,-48,67,27
7973,-9,72,17
7974,-15,82,13
7975,-14,78,13
7976,-21,66,17
7977,-29,63,15
7978,-28,64,11
7979,-24,71,0
7980,-20,79,-7
7981,-18,81,-9
7982,-16,74,-9
7983,-16,73,-8
7984,-16,73,-8
7985,-14,71,-9
7986,-13,65,-8
7987,-12,64,-7
7988,-25,65,-15
7989,-38,58,-4
7990,-64,53,-35
7991,-79,62,-27
7992,-68,61,-2
7993,-57,51,-5
7994,-53,29,7
7995,-60,36,26
7996,-58,54,28
7997,-30,42,20
7998,46,43,-1
7999,72,31,14
8000,38,40,20
8001,-2,58,25
8002,-13,60,28
8003,-11,58,23
8004,-7,64,18
8005,-3,83,13
8006,-4,91,13
8007,-13,93,12
8008,-19,89,17
8009,-21,77,26
8010,-19,72,26
8011,-16,64,30
8012,-14,64,28
8013,-15,55,25
8014,-20,54,26
8015,-29,62,25
8016,-31,64,24
8017,-30,66,22
8018,-29,74,17
8019,-29,77,15
8020,-30,66,15
8021,-30,65,13
8022,-28,66,9
8023,-27,68,5
8024,-26,79,-4
8025,-26,86,-8
8026,-22,86,-10
8027,-21,83,-9
8028,-14,82,-12
8029,-12,76,-12
8030,-10,63,-7
8031,-11,59,-5
8032,-11,51,-5
8033,-11,49,-5
8034,-11,49,-6
8035,-13,54,-5
8036,-14,57,-4
8037,-17,73,-7
8038,-20,83,-13
8039,-24,96,-3
8040,-30,88,7
8041,-38,66,35
8042,-3,56,28
8043,77,69,37
8044,57,78,57
8045,10,83,57
8046,-5,79,32
8047,-31,70,21
8048,-34,69,15
8049,-25,62,6
8050,-18,58,2
8051,-16,49,-4
8052,-16,46,-3
8053,-15,44,-2
8054,-12,41,0
8055,-12,39,1
8056,-15,43,9
8057,-16,46,12
8058,-31,61,18
8059,-40,73,17
8060,-42,92,15
8061,-41,93,15
8062,-37,57,24
8063,-37,57,19
8064,-40,70,12
8065,-32,66,7
8066,-23,71,-2
8067,-19,75,-6
8068,-10,70,-8
8069,-10,64,-7
8070,-14,58,-3
8071,-18,58,-1
8072,-16,57,-1
8073,-13,51,-1
8074,-13,49,-1
8075,-13,53,-1
8076,-14,56,0
8077,-14,62,0
8078,-12,63,-1
8079,-10,66,-1
8080,-9,71,-1
8081,-12,84,10
8082,-7,89,17
8083,1,80,15
8084,-7,66,55
8085,-11,67,49
8086,-6,66,32
8087,-9,69,19
8088,-11,73,10
8089,-10,67,6
8090,-13,61,4
8091,-13,58,3
8092,-9,52,2
8093,-5,49,-1
8094,-3,45,1
8095,-6,45,2
8096,-11,45,11
8097,-16,45,20
8098,-10,48,26
8099,-8,57,39
8100,-12,75,48
8101,-17,77,38
8102,-14,82,23
8103,-19,80,24
8104,-26,66,16
8105,-33,58,17
8106,-38,55,11
8107,-34,55,3
8108,-31,59,1
8109,-30,65,0
8110,-34,70,1
8111,-29,78,-3
8112,-26,81,-5
8113,-25,85,-6
8114,-23,83,-4
8115,-11,79,1
8116,-11,84,2
8117,9,73,6
8118,7,62,11
8119,-5,55,16
8120,-9,56,15
8121,-12,56,15
8122,-10,56,18
8123,-8,70,22
8124,-5,76,17
8125,5,58,16
8126,6,47,19
8127,4,50,16
8128,-3,72,11
8129,-7,85,4
8130,-19,97,0
8131,-25,91,4
8132,-29,71,12
8133,-26,65,9
8134,-15,61,7
8135,-16,62,8
8136,-13,63,12
8137,-15,61,12
8138,-16,55,15
8139,-18,54,23
8140,-17,52,39
8141,-17,53,42
8142,-6,61,35
8143,-2,63,29
8144,-12,71,20
8145,-23,83,13
8146,-26,83,13
8147,-30,57,13
8148,-30,49,12
8149,-29,48,7
8150,-30,54,3
8151,-30,74,-5
8152,-29,82,-8
8153,-25,85,-7
8154,-25,85,-8
8155,-24,92,-12
8156,-22,92,-11
8157,-14,86,-9
8158,-12,82,-10
8159,-8,71,-7
8160,-10,66,-4
8161,-15,64,2
8162,-12,63,7
8163,-11,62,12
8164,0,60,20
8165,4,62,24
8166,13,64,25
8167,15,64,29
8168,12,56,38
8169,11,55,35
8170,10,60,24
8171,5,68,18
8172,-8,78,10
8173,-18,81,11
8174,-29,78,13
8175,-25,73,11
8176,-15,68,5
8177,-15,67,6
8178,-17,66,7
8179,-18,65,6
8180,-21,59,9
8181,-30,59,14
8182,-34,59,17
8183,-38,56,22
8184,-36,57,24
8185,-25,56,23
8186,-22,54,23
8187,-24,59,21
8188,-28,66,19
8189,-32,84,11
8190,-31,84,9
8191,-32,61,12
8192,-32,63,9
8193,-27,69,1
8194,-24,70,-2
8195,-25,80,-8
8196,-27,88,-11
8197,-25,94,-12
8198,-19,82,-12
8199,-14,79,-13
8200,-7,68,-10
8201,-7,63,-8
8202,-9,54,-2
8203,-11,51,0
8204,-12,47,2
8205,-10,46,2
8206,-6,49,6
8207,-5,51,9
8208,-6,58,12
8209,-5,64,17
8210,-2,76,30
8211,3,85,27
8212,20,98,21
8213,21,90,20
8214,1,84,17
8215,-15,80,18
8216,-34,63,20
8217,-17,64,9
8218,-13,69,5
8219,-16,68,0
8220,-20,61,1
8221,-23,54,2
8222,-23,54,1
8223,-17,52,4
8224,-15,51,4
8225,-17,52,13
8226,-17,53,17
8227,-17,52,22
8228,-17,56,25
8229,-16,65,28
8230,-16,68,28
8231,-17,71,22
8232,-19,75,18
8233,-22,89,10
8234,-24,68,9
8235,-27,59,9
8236,-26,59,4
8237,-26,57,1
8238,-25,64,-4
8239,-24,72,-8
8240,-18,75,-9
8241,-18,70,-8
8242,-18,71,-8
8243,-18,72,-8
8244,-16,67,-9
8245,-16,65,-10
8246,-16,61,-10
8247,-15,59,-10
8248,-15,58,-8
8249,-15,59,-7
8250,-16,62,-6
8251,-16,64,-6
8252,-18,74,-3
8253,-13,81,1
8254,-10,84,7
8255,-5,76,26
8256,2,66,33
8257,22,58,37
8258,32,57,31
8259,29,63,26
8260,15,69,24
8261,-2,71,23
8262,-7,68,23
8263,-10,62,15
8264,-9,62,12
8265,-10,63,8
8266,-11,62,8
8267,-14,62,12
8268,-16,61,14
8269,-14,56,15
8270,-17,58,17
8271,-20,58,21
8272,-10,59,17
8273,-11,61,17
8274,-23,71,14
8275,-27,77,13
8276,-27,73,11
8277,-27,72,11
8278,-31,64,11
8279,-32,58,10
8280,-33,54,5
8281,-33,57,2
8282,-30,68,-4
8283,-27,74,-7
8284,-20,80,-9
8285,-18,78,-8
8286,-16,78,-9
8287,-17,77,-9
8288,-16,73,-7
8289,-15,73,-8
8290,-17,68,-5
8291,-54,82,3
8292,-68,102,1
8293,-80,124,9
8294,-84,114,11
8295,-56,76,13
8296,-48,55,32
8297,-1,34,36
8298,3,19,28
8299,-18,0,29
8300,-14,2,20
8301,-22,-5,15
8302,-29,-8,14
8303,-37,-8,11
8304,-58,-10,11
8305,-45,-16,25
8306,-43,-14,28
8307,-50,-19,34
8308,-73,-20,41
8309,-61,-23,34
8310,-33,-25,18
8311,-41,-28,20
8312,-52,-25,25
8313,-48,-17,34
8314,-53,-21,37
8315,-52,-26,35
8316,-39,-29,31
8317,-44,-28,31
8318,-42,-39,34
8319,-50,-41,32
8320,-63,-43,26
8321,-63,-46,19
8322,-65,-43,14
8323,-56,-40,14
8324,-48,-24,17
8325,-40,-24,20
8326,-36,-25,22
8327,-40,-28,20
8328,-39,-32,17
8329,-39,-40,10
8330,-41,-43,11
8331,-42,-41,12
8332,-39,-30,23
8333,-34,-25,20
8334,-52,-34,25
8335,-53,-32,24
8336,-56,-32,24
8337,-61,-28,26
8338,-70,-28,24
8339,-77,-25,17
8340,-69,-24,14
8341,-69,-13,24
8342,-64,-7,31
8343,-37,7,38
8344,-27,15,24
8345,-23,16,20
8346,-44,12,-5
8347,-56,14,-12
8348,-56,18,-9
8349,-47,17,-3
8350,-38,39,4
8351,-38,52,3
8352,-38,57,4
8353,-39,61,0
8354,-36,72,-3
8355,-36,81,4
8356,-42,105,4
8357,-44,108,4
8358,-53,93,7
8359,-50,78,14
8360,-17,69,18
8361,-14,73,16
8362,-40,76,9
8363,-47,57,10
8364,-44,47,9
8365,-38,44,4
8366,-35,52,2
8367,-34,77,-2
8368,-31,87,-5
8369,-20,80,-7
8370,-17,79,-8
8371,-15,79,-7
8372,-14,79,-4
8373,-14,73,-7
8374,-14,69,-7
8375,-14,63,-3
8376,-14,61,-2
8377,-11,54,-2
8378,-11,53,-1
8379,-12,56,5
8380,-13,56,7
8381,-14,65,9
8382,-7,78,11
8383,-4,78,13
8384,2,68,24
8385,7,67,23
8386,9,71,4
8387,-4,75,-3
8388,-27,79,11
8389,-30,77,17
8390,-30,63,10
8391,-29,59,9
8392,-22,60,4
8393,-18,58,2
8394,-15,60,0
8395,-16,62,0
8396,-19,59,0
8397,-20,56,2
8398,-21,42,10
8399,-19,40,10
8400,-28,48,19
8401,-30,58,23
8402,-27,63,22
8403,-33,73,18
8404,-36,77,15
8405,-38,72,13
8406,-36,60,14
8407,-33,57,11
8408,-32,62,6
8409,-29,67,0
8410,-29,74,-3
8411,-28,85,-8
8412,-28,84,-8
8413,-23,81,-2
8414,-22,79,-5
8415,-18,72,-8
8416,-14,68,-7
8417,-12,62,-3
8418,-15,58,-3
8419,-14,57,-3
8420,-12,57,-3
8421,-10,57,-2
8422,-11,56,1
8423,-11,56,1
8424,-13,65,16
8425,-16,69,24
8426,-5,68,29
8427,7,69,27
8428,26,75,27
8429,21,80,25
8430,-13,88,21
8431,-34,84,23
8432,-25,70,19
8433,-19,70,12
8434,-15,64,6
8435,-18,59,0
8436,-19,56,0
8437,-19,50,-4
8438,-20,48,-3
8439,-22,48,4
8440,-22,49,5
8441,-26,55,15
8442,-29,59,18
8443,-27,58,24
8444,-24,59,25
8445,-20,65,23
8446,-22,70,23
8447,-26,77,21
8448,-27,78,18
8449,-29,68,15
8450,-30,61,14
8451,-28,59,6
8452,-28,62,3
8453,-25,69,-5
8454,-24,79,-13
8455,-24,81,-12
8456,-24,76,-8
8457,-24,75,-10
8458,-19,76,-12
8459,-17,74,-11
8460,-11,69,-9
8461,-9,65,-11
8462,-7,54,-8
8463,-7,52,-7
8464,-12,51,-6
8465,-19,53,-3
8466,-27,60,4
8467,-23,62,4
8468,-17,58,12
8469,-17,59,16
8470,-10,81,10
8471,-19,81,33
8472,-33,61,38
8473,-52,43,32
8474,-51,52,28
8475,-41,71,15
8476,-38,76,13
8477,-26,72,5
8478,-26,64,3
8479,-27,54,3
8480,-24,54,1
8481,-22,55,-1
8482,-19,53,-3
8483,-17,49,-5
8484,-17,47,-5
8485,-17,44,-4
8486,-19,45,-1
8487,-30,54,1
8488,-34,60,6
8489,-43,58,20
8490,-43,54,26
8491,-37,59,27
8492,-25,72,17
8493,-23,74,16
8494,-33,80,13
8495,-35,76,12
8496,-28,57,8
8497,-22,56,4
8498,-20,54,-1
8499,-21,56,-3
8500,-25,75,-9
8501,-24,82,-12
8502,-19,71,-10
8503,-17,64,-9
8504,-16,57,-9
8505,-16,55,-8
8506,-17,52,-7
8507,-17,53,-8
8508,-16,54,-9
8509,-16,55,-6
8510,-17,60,-5
8511,-17,65,-5
8512,-17,65,-4
8513,-18,70,2
8514,-19,72,8
8515,-22,87,22
8516,-19,93,23
8517,1,77,31
8518,9,65,35
8519,17,54,30
8520,13,54,27
8521,-3,65,24
8522,-7,70,21
8523,-11,67,16
8524,-12,61,12
8525,-12,59,7
8526,-13,59,6
8527,-14,55,5
8528,-13,53,6
8529,-13,51,7
8530,-14,50,13
8531,-13,47,22
8532,-17,48,33
8533,-13,54,30
8534,-4,67,24
8535,-3,73,21
8536,-11,79,16
8537,-17,80,13
8538,-18,78,11
8539,-19,71,10
8540,-25,56,9
8541,-29,54,7
8542,-32,53,3
8543,-33,53,0
8544,-31,62,-3
8545,-27,72,-5
8546,-24,69,-6
8547,-22,68,-8
8548,-21,69,-8
8549,-18,68,-7
8550,-16,67,-7
8551,-13,67,-4
8552,-12,67,-4
8553,-11,65,-3
8554,-11,65,-1
8555,-10,64,1
8556,-10,60,5
8557,-8,67,9
8558,-9,75,7
8559,-7,84,16
8560,-4,80,20
8561,0,67,23
8562,4,59,23
8563,3,52,19
8564,-3,64,17
8565,-5,68,16
8566,-6,65,10
8567,-8,60,8
8568,-13,59,9
8569,-15,61,10
8570,-14,63,12
8571,-11,62,9
8572,-8,59,14
8573,-6,60,18
8574,-4,61,5
8575,-10,60,2
8576,-28,61,13
8577,-35,63,18
8578,-40,63,20
8579,-37,64,18
8580,-32,73,8
8581,-32,78,4
8582,-32,63,9
8583,-35,43,13
8584,-38,47,9
8585,-34,57,0
8586,-33,62,-5
8587,-27,76,-8
8588,-24,80,-8
8589,-26,82,-11
8590,-26,82,-12
8591,-24,82,-10
8592,-21,80,-8
8593,-16,77,-11
8594,-14,75,-12
8595,-10,70,-7
8596,-10,73,3
8597,-11,67,0
8598,-8,57,0
8599,-3,52,24
8600,-6,71,25
8601,-1,70,26
8602,10,71,33
8603,14,73,36
8604,18,64,31
8605,16,61,24
8606,2,69,17
8607,-8,72,15
8608,-17,73,12
8609,-18,70,6
8610,-18,65,1
8611,-17,61,2
8612,-17,60,0
8613,-17,62,2
8614,-20,57,6
8615,-19,57,6
8616,-19,61,8
8617,-23,64,12
8618,-27,63,17
8619,-37,61,29
8620,-32,59,28
8621,-24,67,25
8622,-28,72,25
8623,-34,77,24
8624,-33,75,24
8625,-32,63,19
8626,-30,61,14
8627,-28,66,5
8628,-27,70,0
8629,-27,82,-8
8630,-25,87,-10
8631,-23,84,-9
8632,-23,81,-10
8633,-21,78,-11
8634,-18,75,-11
8635,-14,69,-12
8636,-15,65,-11
8637,-21,63,-7
8638,-19,59,-5
8639,-17,56,-2
8640,-20,49,13
8641,-21,50,16
8642,-13,55,22
8643,-6,52,25
8644,-4,57,30
8645,-3,63,32
8646,-2,72,38
8647,0,73,37
8648,4,72,27
8649,3,70,21
8650,-8,68,14
8651,-10,63,14
8652,-14,71,8
8653,-17,75,8
8654,-16,67,6
8655,-15,56,6
8656,-16,57,8
8657,-19,58,12
8658,-18,58,10
8659,-22,64,12
8660,-23,67,16
8661,-25,64,18
8662,-26,62,21
8663,-23,58,25
8664,-22,57,24
8665,-23,67,23
8666,-25,70,23
8667,-28,76,23
8668,-28,70,22
8669,-29,57,15
8670,-29,61,12
8671,-28,62,1
8672,-28,64,-4
8673,-28,79,-12
8674,-25,86,-8
8675,-24,88,-9
8676,-19,86,-12
8677,-18,83,-13
8678,-16,79,-12
8679,-15,75,-11
8680,-14,64,-8
8681,-14,60,-7
8682,-13,56,-5
8683,-14,55,-3
8684,-13,60,-1
8685,-12,64,-3
8686,-11,65,3
8687,-11,65,15
8688,-12,70,31
8689,-6,69,33
8690,19,66,30
8691,31,62,24
8692,21,65,22
8693,-9,74,16
8694,-19,74,16
8695,-25,73,13
8696,-24,71,11
8697,-21,70,7
8698,-19,69,4
8699,-19,66,5
8700,-18,63,7
8701,-22,57,6
8702,-25,57,11
8703,-28,53,13
8704,-28,51,13
8705,-30,59,18
8706,-29,60,19
8707,-23,56,17
8708,-22,57,15
8709,-24,64,11
8710,-28,77,4
8711,-29,78,3
8712,-32,66,6
8713,-30,70,5
8714,-25,74,-4
8715,-20,74,-8
8716,-18,73,-10
8717,-19,74,-11
8718,-18,70,-5
8719,-17,68,-5
8720,-16,70,-9
8721,-15,70,-8
8722,-13,63,-8
8723,-13,61,-9
8724,-12,54,-7
8725,-13,51,-6
8726,-13,52,-6
8727,-15,56,-5
8728,-17,58,-4
8729,-18,65,-2
8730,-17,68,-1
8731,-19,85,-6
8732,-19,93,-4
8733,-22,80,27
8734,-21,77,48
8735,35,62,31
8736,58,59,48
8737,2,76,54
8738,-21,78,35
8739,-32,72,21
8740,-29,70,16
8741,-22,65,7
8742,-17,60,3
8743,-16,55,-2
8744,-14,50,-4
8745,-10,50,-2
8746,-10,46,-1
8747,-9,45,0
8748,-10,43,6
8749,-13,40,9
8750,-15,44,18
8751,-13,49,18
8752,-13,68,19
8753,-20,84,19
8754,-37,116,14
8755,-46,116,21
8756,-25,68,18
8757,-14,41,23
8758,-27,43,20
8759,-34,51,15
8760,-28,59,3
8761,-23,68,0
8762,-19,82,-7
8763,-20,67,-4
8764,-19,68,-4
8765,-18,67,-7
8766,-16,63,-8
8767,-14,58,-6
8768,-14,57,-6
8769,-81,65,11
8770,-126,108,5
8771,-127,128,50
8772,-113,128,52
8773,-13,75,33
8774,11,38,32
8775,24,21,23
8776,28,11,27
8777,49,-7,21
8778,33,-10,49
8779,-65,2,61
8780,-93,-25,39
8781,25,-11,12
8782,48,-16,-6
8783,30,-21,0
8784,27,-14,12
8785,17,-12,19
8786,13,-2,22
8787,14,4,19
8788,11,21,23
8789,-17,35,40
8790,-80,52,65
8791,-37,25,51
8792,42,74,14
8793,29,99,13
8794,4,121,0
8795,-25,128,1
8796,-79,128,0
8797,-88,128,-3
8798,-85,93,35
8799,-51,64,22
8800,-28,46,18
8801,-36,53,9
8802,-42,56,2
8803,-36,58,-2
8804,-33,58,-1
8805,-28,63,0
8806,-26,64,0
8807,-24,64,-2
8808,-23,66,-3
8809,-21,68,-3
8810,-20,68,-4
8811,-17,69,-6
8812,-17,70,-6
8813,-14,69,-4
8814,-13,67,-1
8815,-15,69,2
8816,-14,71,7
8817,-12,68,8
8818,-9,77,13
8819,-8,76,20
8820,-2,55,32
8821,2,47,31
8822,8,53,24
8823,3,63,22
8824,-10,76,19
8825,-16,76,16
8826,-18,66,10
8827,-18,61,7
8828,-15,60,4
8829,-14,61,2
8830,-18,57,2
8831,-20,53,3
8832,-21,47,4
8833,-19,45,5
8834,-21,47,6
8835,-24,49,8
8836,-40,47,19
8837,-35,55,14
8838,-32,59,12
8839,-30,66,10
8840,-33,79,19
8841,-45,91,27
8842,-44,80,19
